pm_experience_years,team_size,resource_utilization,overtime_hours,num_dependencies,planned_days,days_elapsed,percent_complete,milestone_delays,critical_path_length,budget_spent_pct,change_requests,open_issues,avg_issue_age_days,historical_on_time_rate,team_turnover_rate,client_response_lag_hours,scope_initial,scope_final,project_type,schedule_buffer_ratio,scope_creep_pct,issue_resolution_speed,is_late
6,100,0.7795642681532241,36,36,146,343,0.7813221061818552,5,59,0.597954771319046,5,0,96,0.4123608244301542,0.1188997469077755,51,457,285,Upgrade,0.4296170190704669,0.7298545681309987,1.6798508049008147,1
22,48,0.763071587713814,0,27,287,265,0.0764170263260785,2,6,1.0121224268076066,3,13,6,0.34584527753001293,0.5675861542259365,71,114,72,Implementation,-0.005230481094825212,0.0003556023039058276,1.113075291544067,0
9,40,1.0483909892212688,27,4,328,266,0.5223894203499643,0,38,0.15951585106539884,7,5,49,0.7394133842128571,0.19414012864348296,5,89,332,Upgrade,0.12696147799562751,0.8519158684434385,1.161168168570964,1
25,12,0.8994436231868651,6,36,183,334,0.19578126463341372,4,60,0.06912605709107622,7,8,22,0.383462910939692,0.6730281939598856,77,273,167,Migration,0.8174850243530754,0.8255675006615266,4.912865542364779,1
13,92,1.3822166042619666,48,38,127,351,0.4486271318409405,9,76,1.0884347085389772,2,5,54,0.9211167515509673,0.7393904535665516,63,172,298,Implementation,-0.13091626516076477,0.8285961039781136,6.7088789207399415,1
6,10,1.2194107006078214,36,20,286,313,0.22906895346472544,5,37,0.9026662687197775,3,8,61,0.5585985593259833,0.3908957238699059,39,77,141,Upgrade,0.930643192920313,0.853352871578074,9.985735767898317,1
25,170,1.4107325693100794,49,25,344,242,0.13650091348581916,5,12,0.5310760038886372,2,3,24,0.30571478951106723,0.5325876687214445,86,289,114,CustomDev,-0.20167721451126408,0.38966789299123655,4.823576670495008,0
16,178,1.362818625159452,10,0,77,83,0.926854250768987,3,71,1.116736333142911,0,10,25,0.8442062447198583,0.7449329680927382,70,438,280,CustomDev,-0.19116247443457002,0.07115720616545196,3.303878308185586,0
24,160,1.4213691334934555,39,43,137,97,0.9199268137454,1,71,0.665125489601786,4,11,99,0.6838711289982662,0.5473396934538288,18,261,470,CustomDev,0.5629431044541917,0.9494351419476639,8.373822702335,1
13,60,1.4800114502887642,19,38,296,56,0.49329124459522333,7,11,1.1875855247754046,8,4,49,0.31689421920022043,0.26783100815480776,5,280,112,CustomDev,-0.03280887637449459,-0.0373354370198028,2.83783020465263,1
3,33,0.8116964380594626,5,48,71,292,0.7861959180258195,4,18,1.2563463775687018,7,2,30,0.8952802231711016,0.8142489592437907,40,347,544,Upgrade,0.0750105617103829,0.5994966119800653,1.1511752867813043,0
20,101,0.7096806038536599,24,29,356,122,0.2017538428741269,0,28,1.1198248062819984,5,5,50,0.4468295655156437,0.8607400026345329,3,268,571,CustomDev,-0.25849270951186676,0.09990569669060656,5.606192827485093,1
3,135,0.6651523622157431,23,11,109,82,0.396964224466682,3,9,1.399693526055423,6,12,64,0.1059519300267282,0.5634462582069711,95,407,331,Implementation,-0.002758299970192113,0.6214398348484085,5.351848750035626,0
19,5,1.1280884650157843,25,14,192,264,0.22554259536031984,0,78,0.10801265558589851,9,0,7,0.8148018703913437,0.07592727480174932,37,490,156,CustomDev,0.031257351164900804,0.8986117551311852,9.326646997677146,0
12,171,1.1809666981764004,42,46,204,206,0.08376467964996959,8,96,0.19020576881572265,4,2,58,0.705370644653969,0.4930088371525222,43,339,328,CustomDev,0.6339197144661264,0.2707955575946626,1.478956902826444,0
23,88,0.5878374942106466,13,2,155,89,0.4238747793550479,9,84,1.1870010877737383,7,12,50,0.03846905773927711,0.9738441940713521,44,401,572,Upgrade,-0.2363864003383459,0.7559002040833367,7.295939568731789,0
26,164,1.3210715967326343,31,33,73,136,0.7449045857628402,8,18,1.0937482639544966,1,7,71,0.13695748994990542,0.7983558261559399,78,143,156,Migration,0.00575427649916449,0.39364154399337387,6.93539666287157,1
12,16,1.2830665314430982,9,3,40,175,0.7448062100984089,8,27,0.6392018928737896,6,1,83,0.8934265443891529,0.7742948355552487,61,226,134,CustomDev,0.2506190129389114,0.7441928566691638,1.9232918173550406,1
26,85,1.1284739332057887,43,36,157,291,0.44338764089988936,7,27,0.7990524913349709,4,9,7,0.04059540042819609,0.5692540602322208,18,96,532,Implementation,0.5257532114882093,0.4309613532208651,4.70447878871129,1
3,92,0.9356124794696334,22,29,120,2,0.4463207329004846,4,46,0.3057075862644356,0,16,3,0.5500199915070695,0.27061798250495595,41,175,153,Implementation,0.22674502796971963,0.21882994358715696,8.22340030537033,1
3,10,0.6536572883759959,39,23,333,277,0.6029015631824726,3,2,0.5111899350921436,6,3,49,0.05933727876590167,0.20587504253770694,50,455,431,CustomDev,0.2680882319552963,0.35146668602555914,8.626647960005236,0
29,141,1.0055922709318872,13,35,252,28,0.9331136129814255,0,23,0.11650573656557689,2,14,56,0.8319302322848702,0.4363371546423145,4,287,389,Upgrade,-0.17252088920592062,0.16873703721797562,0.7626591330540187,1
17,186,0.6591692955414844,15,17,61,315,0.15006109482146635,9,68,0.051356695961236654,0,19,23,0.15823340563094812,0.03471381955148756,28,245,448,CustomDev,0.2935293622929913,0.5710006821816962,2.6229750964916754,0
13,108,1.1049787850889334,49,28,282,43,0.4049128271070652,0,66,0.9882312724781761,3,10,26,0.5999517778272544,0.8938395841954945,25,251,99,Implementation,0.5520135414834009,0.9755816413977354,3.3835815487253464,0
4,79,0.8099647303230691,9,40,235,90,0.9056809199908179,2,76,0.8890931951306067,6,1,12,0.9858219271946173,0.21389549729890878,22,365,288,Implementation,-0.11490365679172004,0.29640007400961393,2.3918127945047476,0
8,127,0.7473062623037968,28,22,72,134,0.5487060391438333,4,42,1.0510378082973095,1,19,81,0.6645897953209079,0.5496664524357545,85,155,541,Migration,0.7744049598803262,0.5029597443417995,5.729589000773339,1
20,72,0.9410513799549696,16,1,165,364,0.7928999812176168,6,3,0.5780628559936434,9,3,52,0.4020234138485199,0.6741428470457679,81,345,570,Implementation,0.21059287174847774,0.0637291467866502,8.646946759710636,1
24,72,1.0807128002586648,19,49,277,145,0.4626306662665012,9,97,1.2077245956171465,1,15,76,0.3663477783223775,0.3280364265826221,81,388,117,Migration,-0.454166900519016,0.46963700999499897,1.4152375498877152,0
27,152,0.8674640655713795,34,27,246,293,0.9210517495753678,5,52,0.5650371691291778,2,7,45,0.9511634931081847,0.8643016999048109,99,259,513,CustomDev,0.9339553493968533,0.24653148194972135,4.84723818130858,0
12,118,1.4636034011382877,39,21,222,93,0.8902650925838361,8,91,0.46198532106634516,0,17,21,0.5875039053022842,0.04048446801249894,95,163,293,Implementation,-0.33847796152978854,0.9425678956216987,6.475448628853695,0
13,53,0.5058976359250302,24,3,194,141,0.4459501772722938,4,84,0.8972819727492221,2,16,45,0.9964250677145965,0.7519908648617973,51,223,167,Implementation,0.2303528629521021,0.7050447355678573,0.8037431805565263,0
4,82,1.4128610184476775,31,4,261,188,0.005010546544707339,9,13,0.8185808158432482,1,8,2,0.06142575821043217,0.4541344366799842,92,124,545,Upgrade,0.845079058337256,0.5316809982606523,2.50108176416275,0
2,167,0.5006840494826374,2,12,323,46,0.5661604916822673,1,78,1.0836155139077337,4,10,38,0.8108479986873435,0.21508989592951144,37,345,426,Upgrade,0.8880665913548653,0.4124013663543908,8.226280143221746,1
13,106,0.716711938663424,11,46,87,10,0.20391997735677458,4,65,0.6873110129454527,9,2,76,0.18580678285958707,0.3196977138591187,45,460,141,Migration,0.7865098403854693,0.45542847098681133,5.618340434482219,1
17,16,1.4963512248545623,37,36,164,127,0.24055546240393288,2,80,1.4214481721126058,7,7,31,0.3407658394840769,0.1400285898172453,83,116,413,Upgrade,0.0332272220062777,-0.09363473384472148,1.1484042486575934,1
3,171,1.2280953757136894,33,20,314,286,0.4297392002892001,2,70,0.7346907778175835,9,17,96,0.6489426074184178,0.013171981819748546,88,303,478,Migration,-0.19559824979546475,-0.16684887950709926,2.284615605642412,1
12,148,1.1444983717140085,2,37,200,38,0.4499890723056691,8,7,0.024443387169660324,4,9,2,0.8067293755399959,0.6569015104141607,54,349,478,Implementation,0.6797455669769272,0.5213599896950962,0.5712872693132548,1
19,54,1.226092880855397,44,19,89,298,0.8606593886008435,7,11,0.8669433167103493,0,5,26,0.5686792601638256,0.02098594206814708,56,343,469,Implementation,0.7053764968760725,0.5386993004384331,1.5032802340067706,0
24,193,0.9082961870193744,20,44,73,224,0.031288759000963284,6,29,1.1429342713835915,1,17,59,0.10462945990737993,0.9744300301485991,50,364,136,Migration,0.9297688449970927,0.0711834163113727,6.026247570421263,1
28,190,1.2842097313262926,15,16,273,100,0.2950798116904336,0,21,0.7495014172832251,3,13,29,0.0040471389252457746,0.24355595101499383,57,367,279,Migration,0.09355051203012921,0.7439823874825733,5.33115475578135,1
10,199,0.6548680329182796,23,35,194,41,0.6323183017096846,9,52,0.4608344147806243,7,8,91,0.8723204686118466,0.9620175985193875,16,273,344,Implementation,0.01672527401531787,-0.08844909473779825,0.8634142812600909,1
11,76,1.2938923873955979,19,21,294,200,0.6219809230891563,9,99,0.8256051558779771,1,3,7,0.2741421361154567,0.9227626127900859,24,287,470,Upgrade,0.9905457522556769,0.6764838378851403,5.474219792914744,0
26,184,1.4395266799110948,25,33,68,157,0.3177668061479798,6,51,1.0130556505160482,5,4,49,0.6711111787024092,0.4078132613646769,44,381,316,CustomDev,0.21741655072553867,0.45176384926110597,5.6471874542087335,0
20,161,1.3576868505065582,8,9,233,39,0.17794445894594313,4,34,0.9395624550325811,9,7,32,0.7757759432059158,0.6148193166275595,81,79,294,Upgrade,0.7876012411195323,0.19164144694244611,4.901987506778833,0
8,174,1.2396609533033933,6,47,225,243,0.27701608541336753,0,75,0.611236186588966,7,4,29,0.7018613660470353,0.4114013218772805,82,176,128,Implementation,0.2570252036668005,0.8775198756504978,7.596913325328805,0
20,109,1.1513773131616771,49,14,183,305,0.8923350256228734,4,49,0.5727299641908198,5,5,5,0.10112640950265728,0.32073558652294,21,416,305,CustomDev,0.7672648935550492,0.7043821011967606,5.570465932761407,0
4,56,1.0210921653216274,37,26,173,165,0.2628624397291124,1,92,1.215793238210599,2,16,30,0.7750169370176232,0.9768607077016127,41,417,475,Migration,-0.3641685298114397,0.9281186990999877,7.896609880627505,0
13,46,0.8952232795361881,18,34,120,164,0.4917522621930839,6,43,0.39237168037081205,3,13,4,0.8929028027909849,0.8742677203715686,7,68,53,Migration,-0.33845788341875993,0.14717806553273122,7.957160698042345,0
9,193,1.3656535908598395,42,32,292,321,0.9423140104016821,7,71,0.5770316253413021,9,4,26,0.793936801770111,0.28443789036305067,17,131,66,CustomDev,-0.008122403619292784,0.5467991479736676,8.931178256787689,0
29,100,1.1474585746480768,39,27,140,141,0.11841810940048703,0,9,0.9934653478184067,4,11,83,0.5102022796692566,0.29067571854125906,54,215,453,CustomDev,0.6322402947843331,0.7022090287404812,7.453594260524103,0
1,185,0.9349003139146987,34,43,170,87,0.8707351038256727,2,48,0.6218822307917877,1,10,43,0.19960258937391584,0.69980810126107,6,303,94,Migration,0.17054406639729658,0.42865925014168554,9.53658094728975,1
25,111,1.2847917181143582,36,48,317,309,0.7433757612712785,6,43,0.5953509034328319,3,17,26,0.6250052367297146,0.19543368462927824,11,206,369,Upgrade,-0.1662263825104729,0.8600198495990945,8.333989093703114,1
8,107,0.5541037540383481,47,38,241,191,0.485421935765579,2,59,0.18723225339642469,9,13,5,0.700564637083631,0.6071506174645593,75,371,441,CustomDev,-0.06400611225270403,0.18141027885841543,6.611113466596911,0
1,15,1.3131192509329654,41,9,42,342,0.9489441549233019,8,76,0.7708610168117724,3,15,29,0.27083583999927974,0.20898665200680722,43,447,480,Upgrade,0.025882970183332077,0.5759605526561717,1.0294880527003794,1
19,81,1.31070217274446,12,38,49,333,0.07441159379806228,4,1,1.4836097140124473,0,3,23,0.6416004536787391,0.3689259075429254,60,315,554,CustomDev,0.3307924602108284,0.5228502414953944,7.12522082133979,0
20,111,0.7285294133223202,36,25,210,295,0.8545923581302207,6,31,1.2838514913830288,7,8,45,0.8751638853391219,0.2155535159582288,69,385,372,CustomDev,0.7880484722383345,0.5828086229560152,7.934483989813623,0
4,22,0.5376715899118966,8,26,267,128,0.19768228348511985,7,45,1.1760221322354336,2,0,94,0.38150218054278195,0.4173316800382332,30,52,91,Implementation,0.01671524938276192,0.40440668364031956,4.100449338884124,1
1,33,1.2137079555297965,25,47,187,261,0.3541997647693206,6,65,0.727400236641986,5,13,4,0.5321718305497692,0.48185707251610155,37,311,80,Upgrade,0.4138477012416263,0.7346265820831877,9.60033179912688,1
3,118,0.6998716284297161,3,26,350,172,0.12235303549108012,6,12,1.2340083962743895,1,19,45,0.7172796404894668,0.6571579710967442,38,141,348,Implementation,0.34018281564668196,0.6713670621541237,6.649672434779479,1
12,50,1.4960217907210658,8,42,314,278,0.49528918845091274,5,70,1.369110946763028,4,13,46,0.7415950259494972,0.45182575178346773,91,148,109,CustomDev,0.9946414152345953,0.4892514212510151,8.67462760184188,0
3,140,0.5091824452426628,36,32,180,340,0.16908838567849116,1,73,0.3270261675587425,8,16,4,0.6446198632012196,0.844305676731096,33,115,386,Upgrade,0.7517208878452726,-0.15532805137740133,9.899467355622525,0
21,92,0.7297919812489907,18,4,108,267,0.2551048118853222,2,54,0.7448408079641737,0,2,25,0.5281078310713524,0.08649755631178646,52,138,125,Implementation,0.7504503492622552,0.20231942908677053,5.138485718800589,0
2,81,0.5420623972724977,8,35,33,182,0.05962483842308908,8,78,1.2850522383878915,6,18,1,0.7030030117001851,0.36157154402919367,29,105,294,Upgrade,-0.05086604085896429,0.007068089301342867,8.255697594830234,0
23,24,1.2826557354502195,48,24,41,362,0.30509853214932414,3,51,1.232705138561752,0,14,71,0.8465616672812608,0.8778235548202904,19,67,586,CustomDev,0.16323884148180978,-0.14074922199800005,8.119558277857333,0
26,81,1.0786954921738934,46,27,232,315,0.16385583932457137,9,99,1.3251622005013093,5,11,97,0.8972753136147463,0.053835160346476396,3,382,311,CustomDev,0.8444469495695763,0.7892335728049273,7.164066783544865,0
21,108,1.3484345345459143,11,15,142,89,0.6853470366447838,5,6,1.4371247756807275,9,8,5,0.42901506250656063,0.7867131528167348,41,332,64,Upgrade,0.29112928477719047,0.16898263024631688,0.5272878323807324,1
28,115,1.4626133706729274,29,9,78,343,0.6381772928976103,7,46,0.43074790811957264,9,4,78,0.7119816934912836,0.0008522853854087131,44,411,298,Migration,0.2257928517244545,0.969523744497951,5.48329815040528,0
28,54,1.1101148603754043,14,37,54,175,0.6654613291878858,2,72,0.8779396959056296,3,17,53,0.40393796853564146,0.382277435490855,5,116,432,Migration,0.03947575289194816,0.6415178886524326,7.626036635441326,0
1,6,0.731753503618012,40,12,186,93,0.6760131036371319,1,9,0.2389542501892567,1,10,26,0.8609812855460699,0.8502292700053382,85,274,509,CustomDev,0.6559801957699567,-0.10127040691234106,4.000749397444055,0
10,187,0.5926494407976101,34,4,225,107,0.10316125296799761,3,67,0.788085073792316,2,19,63,0.8308012007895335,0.20662308049911038,76,483,519,CustomDev,0.6791822051777574,0.02759330088551548,5.020238020825792,1
22,191,1.3662610449795003,21,24,40,286,0.21382932735596338,7,14,0.10987542232309772,3,15,33,0.7531563409002394,0.14756840246382752,97,405,550,Implementation,-0.2799411799783572,0.7520302078657763,6.166211513405322,1
10,180,0.7451132550185973,46,35,170,140,0.7374738533416532,6,60,0.6293590155564894,3,17,99,0.48941143050330715,0.2903138097220017,66,372,148,Migration,-0.37564974630517023,0.4036111743084279,5.560723883250992,1
22,58,1.3935182246980773,36,10,178,238,0.4821856118468495,5,90,0.7810282900030321,0,11,75,0.538049336527497,0.37780755031574165,10,266,90,Migration,0.7414350127358804,-0.1495401014780566,3.4234556248240766,0
23,120,1.378287599614275,7,18,48,162,0.6300984367026735,1,25,1.0443321423930079,4,9,25,0.8008426935938912,0.6247338159698552,66,190,518,Implementation,0.44456322842373175,0.2787215016437917,7.879555917730794,1
29,29,1.12780921227026,22,21,322,360,0.05660334212208129,0,20,0.32219099924917965,4,9,64,0.04810041163292034,0.4638275962959427,17,66,108,CustomDev,0.207094554761027,0.5638203284049272,6.560166249331638,1
9,181,1.1039958205751597,41,46,107,49,0.3863112558923939,1,61,1.3163589758684513,1,1,92,0.5676322217459495,0.8479778361195017,8,432,432,CustomDev,0.39348569279444856,0.3534399963979212,7.149695519935951,1
10,2,1.4508264685268881,26,7,75,213,0.43800452273957524,6,36,0.04129714752179581,0,11,65,0.24000041691961438,0.8928854572971797,42,436,303,Upgrade,0.44390556410364646,0.6255221906857329,2.7788827922989014,1
0,94,1.2560151017849486,4,45,74,129,0.6923511532979316,9,79,0.9220008692227535,0,8,66,0.6029623919189926,0.8560748940284522,71,189,187,Upgrade,0.3777856862189358,0.023451376500133042,7.868945380808528,1
8,171,1.1832817711805739,38,7,196,289,0.9120611936574661,9,14,1.3688414514697034,2,4,37,0.47653305140282376,0.8212311459152243,13,363,407,Upgrade,0.8190148740097438,0.2866579550251073,1.091635274002999,1
8,145,0.9357407520184782,24,28,267,344,0.5745346958470544,7,79,1.2983732130232564,4,13,62,0.637947522046096,0.7934804645933159,59,468,510,Implementation,0.12558368905982942,0.05932049190449429,3.713601076350401,0
13,172,0.9839984457368837,11,42,115,126,0.7611124593163321,4,82,0.786375061788068,1,7,83,0.09406090874674089,0.3714841497669893,62,81,405,Migration,0.3717949883586442,0.3977296364429999,7.4717917305537105,1
12,99,0.8889210983316684,40,45,286,331,0.6434969279933281,7,75,0.21465833506587134,9,1,7,0.9264868767958784,0.8317513850064031,75,152,409,CustomDev,0.830361522024464,0.07517000862716094,5.610550066559087,1
25,19,1.44632102035993,44,27,117,221,0.9099052901701871,0,30,0.14646333069419903,5,9,70,0.5834877129798665,0.2111694589007307,69,419,505,Implementation,-0.2925964761099378,0.7213348195526617,5.391253262354135,1
23,2,1.1381192131932711,29,24,92,20,0.810785552849152,3,72,1.06771510156188,7,5,21,0.2943825013615098,0.8990764058616626,56,293,82,Implementation,-0.3143013345128998,-0.19784714165204612,1.157794839627799,0
21,31,1.2803635877237778,35,39,245,284,0.24730641699969347,2,37,0.18713616602633343,2,15,72,0.7968113741271062,0.8596871035937063,69,471,545,Upgrade,0.026389965446498298,0.9829645302245642,8.782638599292177,1
0,12,0.5371997350825506,12,45,289,201,0.22230331085338928,9,43,0.08953619784858452,3,5,51,0.6824104314186978,0.7164092022571595,60,291,470,Implementation,-0.0970160503669043,-0.06397580656657118,5.839332685451753,1
14,90,1.352426302141843,37,0,280,352,0.9118940676584439,5,74,0.6722047124355626,0,10,19,0.4479974760320987,0.7781157935750818,93,314,311,Upgrade,0.61908336554258,0.6877183171192462,2.457441614252625,1
21,11,0.9176382974445806,45,13,216,167,0.5974486971642489,9,92,0.2774563024132352,4,17,99,0.2788177082475597,0.9306780404421306,0,344,81,Migration,0.6608999203661277,0.5257491132856245,6.077066672674715,0
7,37,1.2371603748161633,11,14,322,91,0.44961726567024896,7,60,1.2105867881249683,6,8,30,0.3198012819703988,0.8215185184673807,15,328,504,Implementation,0.022195356148959067,0.783243013856975,8.504193642738258,1
12,84,0.5400253148207756,47,41,314,63,0.7001397954347706,7,97,0.8129164542727851,1,15,82,0.051057444110026995,0.6075959758052992,89,125,56,Migration,0.14389873352033566,0.8950803007565244,4.910740291923094,0
21,147,1.3938731832859648,4,0,123,28,0.2817161976484093,1,59,1.2826827294208474,1,19,36,0.38456447201068955,0.9658396810920403,78,379,314,CustomDev,0.456693854388454,0.5229765196055183,0.6021496650847771,0
23,135,1.1598455895991946,22,6,240,257,0.8085952297922127,0,83,0.5841870367899126,1,0,13,0.5125744377361572,0.4075365660584178,30,480,178,Implementation,-0.24843231813144823,0.12509518283739385,7.129919347025157,1
25,12,0.9575007908713272,3,0,53,356,0.5277423181064005,2,6,1.382881601537932,2,4,30,0.8419642428968802,0.858957013523425,61,212,589,Upgrade,0.36519000796067513,0.1552416303858541,5.327125983602815,0
12,180,0.8035580990101162,22,47,56,236,0.870981459288543,8,20,1.4658808116023418,0,12,96,0.6474088064567795,0.7256248613009013,24,152,315,Migration,0.3399893740377823,0.27351458128347084,8.164559259508337,1
11,110,0.8110241424487178,32,1,178,219,0.6436993115195393,9,22,0.8284463739931098,5,16,20,0.21759935110421047,0.9225317980724443,74,183,270,Upgrade,-0.25850648727884573,0.28930252107276083,8.326961196343076,1
11,70,0.8033981244763994,43,13,265,10,0.2602181215509072,6,32,0.28060864974703387,2,2,82,0.9636929452223013,0.24549142679238023,46,252,556,Implementation,0.005070914142608074,0.7908585925219367,4.725901266892171,0
20,77,0.6310258527451522,7,26,225,6,0.9654590813451575,8,28,0.080203015816312,9,0,67,0.22155438813907813,0.3610734390462007,27,137,217,Implementation,0.9853607304257359,0.8908612939432248,0.6989498992485711,1
12,169,0.963809538029077,44,17,85,182,0.40243094860600037,0,70,1.3774054771118927,8,12,43,0.6178227298558728,0.3867679024714933,79,377,281,Migration,-0.02772082348313054,0.49698891464554745,2.762659859827205,1
12,93,0.9534863541340686,49,4,277,189,0.7659330872795675,9,99,0.7636594271475251,8,7,64,0.32842861702239523,0.7048416719462078,18,56,469,CustomDev,0.22104854838089494,0.14701217988496063,8.283453077573427,0
5,49,0.9119366592900674,3,20,233,155,0.2555334931623906,1,18,0.30272332466052365,4,1,58,0.12201737536619328,0.5470915319255508,71,95,257,Upgrade,-0.153663834812427,0.4417963448446138,1.8291393097868294,1
14,85,1.2030942374846187,48,39,283,341,0.41707847004027665,1,23,0.5620914027684724,8,3,54,0.8233902841928243,0.18491063655858186,63,154,117,Migration,0.6637863104724993,0.6534923193410833,7.755886445963912,1
7,14,0.9198148626784175,45,14,235,120,0.7382846580593749,8,92,1.3963001102121755,5,16,70,0.5892162081503062,0.37502990268786607,70,211,584,Migration,0.3280925495423992,0.9286455733440211,5.0213727498640415,1
15,31,0.5890037168336206,1,25,319,359,0.6962591753947551,9,37,1.4412920360824701,6,9,61,0.5247572715951712,0.8387817648757765,27,255,532,Implementation,0.19454755055105577,0.24505973181822305,5.011003111814645,1
26,63,1.352059622313688,3,23,151,96,0.9389936344634731,1,70,0.30930389548314147,9,7,5,0.3004280762628223,0.612334739405505,65,153,121,Upgrade,0.1484313430650399,0.8638983532975362,6.91701519399231,0
23,44,0.925100865147266,36,12,40,118,0.797822038075602,3,20,0.7579736823998775,2,9,97,0.7788981147609089,0.6669117690572793,86,263,491,Migration,0.9102838200886876,0.5568837728532026,3.9257400001192515,0
14,70,1.15528565428593,20,0,230,109,0.3241836797940969,8,90,1.2092233566161927,5,13,99,0.8528234499554612,0.12539762124958242,36,331,457,Upgrade,0.009984366587747928,0.8470245654312845,1.941113004913289,0
29,13,1.4298963546902863,13,41,358,285,0.8632938728320251,5,47,1.0834932282551475,5,7,6,0.8365807853229876,0.4855535325183432,99,485,475,Upgrade,0.3803579208429153,0.8237994765225916,8.184725542112712,1
29,122,1.267415102865805,20,49,62,120,0.9210693048837603,4,87,0.9833760858068126,9,4,0,0.07241360286405041,0.8876586969219668,13,110,509,CustomDev,-0.38488432214488855,0.14151943531768624,0.7821590189487124,1
13,23,1.0387988711782037,17,25,353,167,0.954096662591755,4,1,1.2428504383913233,7,1,67,0.19880119094014914,0.8967243821547878,84,366,251,CustomDev,-0.10501266792428743,0.47488385279054285,4.028658263848822,1
22,44,1.0450222571757908,48,41,287,40,0.9004597767086433,2,54,1.2221614066157147,1,19,85,0.12386972852461575,0.9358455889437156,94,356,389,Upgrade,0.8120138560023404,-0.032511215772144025,7.01004516481052,1
10,195,1.3495310370914066,12,17,41,145,0.69536768075248,9,80,0.9072952599183086,1,4,80,0.30443727464105863,0.8766113550088251,73,291,366,Implementation,0.8533785008469574,0.5847708440668054,4.2235253866289195,0
26,2,1.3236322930908062,4,47,211,72,0.7958150221459098,5,15,0.7366457182280325,1,17,59,0.11280638568570545,0.2916068995959088,52,78,130,CustomDev,0.40875403291352896,0.05493592684579318,3.701338655276796,1
11,56,0.6786527321274238,41,28,134,276,0.6478527321759048,2,88,1.2278736965694668,9,5,43,0.1769521958044189,0.4013747795377012,90,147,586,Upgrade,0.40580885934626454,0.08137900670317655,9.614917134701976,0
7,100,1.1265010815184369,41,40,249,296,0.3197145440067751,8,78,1.1455972959165344,6,14,91,0.7062913760843318,0.6949280470242151,52,336,370,Migration,0.9911118588299539,0.13129348217150533,1.998401799872807,1
4,62,1.3657156584351113,44,33,286,98,0.8160956848966426,9,49,0.29406677657916697,8,9,30,0.6690352478109243,0.22157318225640954,87,168,123,CustomDev,0.973634485075298,0.9851032445135248,2.6657723744589132,1
25,64,1.303307427009063,48,46,155,360,0.22756824954942156,0,91,0.7571266782045658,5,5,88,0.2826565506585985,0.7655891983317233,97,308,250,Implementation,-0.29431555739849763,0.41613306701788194,3.7265306267518357,1
8,26,0.6247160163122928,2,27,190,155,0.4313035538273148,9,84,0.8879119790415395,5,8,54,0.824199211764817,0.6616140002413983,75,122,216,Implementation,0.6134073895014518,0.21488361305239967,6.058950474651969,1
24,85,0.9356928223366768,38,42,43,304,0.3435012244143485,9,18,1.4483811683176793,0,13,54,0.6679797713684731,0.569436175932252,39,418,504,Implementation,0.8379446412713436,0.39662678806711943,8.785078466124569,0
2,151,1.0182331046094029,13,46,31,89,0.17214847917977916,9,1,0.7169218497151246,4,4,76,0.4317089871391012,0.9738710976790694,55,142,532,CustomDev,0.01915392973452157,0.6733819992530443,9.38459046442517,1
15,117,0.7578095545528367,21,38,284,313,0.7989091169831182,1,24,0.4102264757746681,7,17,57,0.021697206430754234,0.7093507343569808,98,287,159,CustomDev,0.23950094426001112,0.4015101334302716,9.94015784215438,1
12,184,1.179499385550415,22,17,148,52,0.47192655946210305,3,44,0.287301090712289,7,12,86,0.6559475322616161,0.06956449924186447,92,192,422,CustomDev,-0.17761943805653158,0.25099364316994843,9.688859221296143,1
13,140,0.9762264925613292,49,4,324,132,0.5269874160339403,8,68,1.3976858877304408,3,5,87,0.7827307426240449,0.0328494798123522,32,213,466,Implementation,0.5631265966867585,0.21479107226575078,3.7458298015749185,0
5,158,0.7975087086529656,26,20,223,138,0.5020401765592407,3,17,0.824288240117204,9,9,66,0.22395060595580085,0.8410118465043421,26,334,113,Upgrade,0.41436308476382044,0.34517923655540445,0.8057131966576543,0
2,86,0.836864525634113,11,34,162,67,0.6893682958295169,4,30,0.3771264400948676,1,14,35,0.11891714086454763,0.3253440681122147,66,279,446,Migration,-0.0443296246283838,-0.02091139146433399,1.2826335668457998,1
10,122,1.356668355006646,4,42,324,350,0.17589626687390425,2,39,0.6323773420629057,2,4,64,0.31516522116037604,0.2289245957609798,49,289,383,CustomDev,0.3895983362474922,0.11447192536783923,9.925547789774205,0
14,116,1.3661998054842552,29,38,49,107,0.500807398391581,4,53,0.044443201550423306,6,15,98,0.7022711513326215,0.5559728557450097,92,466,597,Implementation,-0.4786070137723173,0.38147326349090555,9.003365533715554,0
23,162,1.3123756574128378,41,31,307,152,0.26024946090971646,4,42,0.005425337297343957,0,1,89,0.9625001160181546,0.6680681152391762,25,208,192,Implementation,0.7326227424350149,0.06183438209274583,4.503276859462424,1
13,100,1.4138688211829367,35,26,54,6,0.9716569652206626,4,43,0.514159961451855,5,15,87,0.3922409506449618,0.5580760135659016,10,419,73,CustomDev,-0.09341915982433607,0.7279404247202139,9.068949217626743,0
7,81,1.4523065086814588,46,48,347,249,0.0601767207184668,2,68,1.0614004684392002,6,2,53,0.8300155232245479,0.7185822402334662,40,417,541,Migration,0.11581591368138044,-0.08124635479852838,3.579195728467519,0
